"CustomerID","FirstName","MiddleName","LastName","BirthDate","MaritalStatus","YearlyIncome","Gender","TotalChildren","NumberChildrenAtHome","Education","Occupation","HomeOwner","CommuteDistance","NumberOfPurchases","ProfitGenerated"
19525,"Hannah",,"Flores","1960-05-24 00:00:00","S","25001-50000","F",0,0,"Bachelors ","Professional","False","2-5 Miles",1,11024.0442
19526,"Angela",,"Cooper","1967-07-04 00:00:00","S","25001-50000","F",0,0,"Partial College","Skilled Manual","False","2-5 Miles",1,7687.93
19529,"Bailey","A","Parker","1967-08-09 00:00:00","S","50001-75000","F",0,0,"Graduate Degree","Professional","False","2-5 Miles",1,13428.8752
19535,"Alex","S","Mitchell","1967-07-22 00:00:00","S","50001-75000","M",0,0,"Graduate Degree","Professional","False","2-5 Miles",1,17449.5601
19536,"Brooke",,"Cooper","1960-05-10 00:00:00","M","50001-75000","F",1,0,"Partial College","Skilled Manual","True","2-5 Miles",1,8177.486
19538,"Connor","E","Hall","1960-04-09 00:00:00","M","50001-75000","M",1,0,"Partial College","Skilled Manual","False","0-1 Miles",1,6879.1612
19539,"Latoya",,"Raji","1959-09-27 00:00:00","M","50001-75000","F",1,0,"Partial College","Skilled Manual","True","2-5 Miles",1,8234.1868
19542,"Robert","E","Allen","1959-07-21 00:00:00","M","50001-75000","M",1,0,"Graduate Degree","Professional","True","2-5 Miles",1,13332.6217
19543,"Evan",,"Torres","1959-07-11 00:00:00","M","50001-75000","M",5,5,"Graduate Degree","Professional","False","10+ Miles",3,11471.3177
19544,"Katherine","R","Price","1959-03-08 00:00:00","M","50001-75000","F",5,5,"Graduate Degree","Professional","True","10+ Miles",3,10660.6882
19546,"Angel","D","Campbell","1958-06-09 00:00:00","S","50001-75000","M",1,0,"Bachelors ","Professional","True","2-5 Miles",1,19183.3306
19547,"Lauren","A","Patterson","1958-02-15 00:00:00","M","50001-75000","F",1,0,"Bachelors ","Professional","True","2-5 Miles",1,11827.5423
19552,"Margaret","M","Zhu","1958-07-07 00:00:00","M","50001-75000","F",5,4,"Graduate Degree","Professional","False","0-1 Miles",2,4403.2534
19553,"Karen","P","Wang","1958-10-05 00:00:00","M","50001-75000","F",5,4,"Graduate Degree","Professional","True","2-5 Miles",2,6933.0262
19557,"Bridget","M","She","1968-09-08 00:00:00","S","50001-75000","F",2,2,"Bachelors ","Professional","False","0-1 Miles",1,7901.9951
19558,"Gloria","R","Ortega","1970-03-08 00:00:00","M","75001-100000","F",4,4,"Graduate Degree","Management","True","0-1 Miles",1,8479.0337
19559,"Cedric",,"Cai","1970-12-17 00:00:00","M","75001-100000","M",5,5,"Graduate Degree","Management","True","0-1 Miles",3,10145.4554
19562,"Leah","R","Guo","1968-09-22 00:00:00","S","50001-75000","F",2,2,"Bachelors ","Professional","True","2-5 Miles",1,12289.8543
19563,"Robin",,"Moreno","1968-10-16 00:00:00","M","50001-75000","F",2,2,"Bachelors ","Professional","True","2-5 Miles",1,9780.0727
19564,"Lawrence","M","Gutierrez","1968-12-15 00:00:00","M","50001-75000","M",2,2,"Bachelors ","Professional","True","0-1 Miles",1,9746.2933
19566,"Ruben","A","Sara","1968-02-05 00:00:00","S","50001-75000","M",5,5,"Bachelors ","Professional","True","10+ Miles",3,19970.9515
19567,"Barbara",,"Hu","1967-06-13 00:00:00","M","50001-75000","F",5,5,"Bachelors ","Professional","False","10+ Miles",3,10304.3319
19568,"Candice","A","Sun","1969-09-06 00:00:00","M","greater than 100000","F",1,0,"Graduate Degree","Management","False","2-5 Miles",1,17479.0853
19569,"Kellie",,"Torres","1967-12-13 00:00:00","M","50001-75000","F",5,5,"Bachelors ","Professional","True","10+ Miles",4,12274.5746
19570,"Kristy","J","Navarro","1967-05-14 00:00:00","M","75001-100000","F",5,5,"Graduate Degree","Management","True","0-1 Miles",3,7904.7106
19571,"Sydney",,"Johnson","1967-08-13 00:00:00","S","75001-100000","F",5,5,"Graduate Degree","Management","True","0-1 Miles",3,9869.1374
19572,"Melissa","C","Bailey","1967-04-21 00:00:00","M","75001-100000","F",5,5,"Graduate Degree","Management","True","0-1 Miles",3,7803.6161
19573,"Deanna","T","Rubio","1967-11-14 00:00:00","M","75001-100000","F",5,5,"Graduate Degree","Management","False","0-1 Miles",3,6613.1204
19574,"Michele","J","Ramos","1966-02-10 00:00:00","S","75001-100000","F",5,5,"Graduate Degree","Management","True","0-1 Miles",3,9734.9478
19575,"Marco","L","Patel","1966-08-27 00:00:00","S","75001-100000","M",5,5,"Bachelors ","Professional","True","0-1 Miles",3,12246.5392
19579,"Dawn","F","Zheng","1965-08-27 00:00:00","M","50001-75000","F",3,3,"Bachelors ","Professional","True","2-5 Miles",1,9216.568
19580,"Eddie","A","Sanz","1965-09-04 00:00:00","M","50001-75000","M",3,3,"Bachelors ","Professional","True","5-10 Miles",2,16641.4258
19581,"Todd",,"Ma","1965-02-08 00:00:00","M","50001-75000","M",5,5,"Bachelors ","Professional","True","10+ Miles",4,15906.2336
19582,"Bethany",,"Luo","1968-09-25 00:00:00","S","50001-75000","F",5,5,"Bachelors ","Professional","True","10+ Miles",4,15325.7553
19583,"Jake","L","Li","1968-05-15 00:00:00","M","50001-75000","M",5,5,"Bachelors ","Professional","True","10+ Miles",4,15983.3921
19584,"Terrance",,"Sanchez","1968-05-08 00:00:00","S","50001-75000","M",0,0,"Bachelors ","Professional","False","5-10 Miles",1,27790.9527
19587,"Alyssa",,"Martin","1968-06-27 00:00:00","M","75001-100000","F",5,5,"Bachelors ","Professional","True","0-1 Miles",4,7563.3096
19588,"Raymond","R","Raman","1968-07-04 00:00:00","M","75001-100000","M",5,5,"Bachelors ","Professional","True","1-2 Miles",4,10818.0371
19589,"Jake",,"Huang","1964-09-07 00:00:00","M","50001-75000","M",3,3,"Bachelors ","Professional","True","5-10 Miles",2,16572.6728
19590,"Martin","S","Subram","1964-03-23 00:00:00","M","50001-75000","M",4,4,"Bachelors ","Professional","True","10+ Miles",3,17202.9277
19591,"Derek","D","Raji","1964-03-03 00:00:00","S","50001-75000","M",0,0,"Bachelors ","Professional","False","5-10 Miles",1,27885.0896
19592,"Tara",,"Xu","1963-02-25 00:00:00","S","50001-75000","F",3,2,"Bachelors ","Professional","False","0-1 Miles",2,7354.7256
19593,"Carla","K","Rana","1963-10-14 00:00:00","S","50001-75000","F",3,2,"Bachelors ","Professional","False","0-1 Miles",3,7363.9473
19594,"Suzanne",,"Liu","1963-08-18 00:00:00","S","50001-75000","F",0,0,"Bachelors ","Professional","False","0-1 Miles",1,11941.9433
19598,"Kaitlyn",,"Powell","1962-12-09 00:00:00","M","50001-75000","F",1,0,"Bachelors ","Professional","True","5-10 Miles",1,16343.5885
19599,"Alvin",,"Jai","1961-02-04 00:00:00","M","50001-75000","M",1,0,"Partial College","Skilled Manual","False","0-1 Miles",1,6861.0419
19600,"Lacey",,"Andersen","1961-08-14 00:00:00","M","50001-75000","F",1,0,"Partial College","Skilled Manual","True","5-10 Miles",1,11399.2292
19602,"Stanley",,"Madan","1966-04-11 00:00:00","S","75001-100000","M",0,0,"Bachelors ","Professional","True","2-5 Miles",1,29659.9153
19604,"Wendy","J","Blanco","1966-09-06 00:00:00","S","greater than 100000","F",0,0,"Graduate Degree","Management","False","5-10 Miles",1,38271.2652
19605,"Brad","H","Shan","1960-11-27 00:00:00","M","50001-75000","M",1,0,"Partial College","Skilled Manual","True","0-1 Miles",1,8184.5652
19606,"Gabriel",,"Parker","1932-05-23 00:00:00","S","0-25000","M",3,0,"High School","Skilled Manual","True","5-10 Miles",2,3908.7982
19607,"Troy","R","Subram","1965-02-21 00:00:00","S","50001-75000","M",0,0,"Bachelors ","Professional","True","5-10 Miles",1,33516.6952
19608,"Harold",,"Prasad","1965-10-28 00:00:00","M","75001-100000","M",5,5,"Bachelors ","Professional","True","1-2 Miles",6,10742.3814
19612,"Marvin",,"Sanz","1963-02-26 00:00:00","S","50001-75000","M",0,0,"Bachelors ","Professional","False","0-1 Miles",1,15422.3756
19613,"Ruben",,"Garcia","1963-09-20 00:00:00","S","50001-75000","M",0,0,"Bachelors ","Professional","False","5-10 Miles",2,27959.0471
19617,"Keith",,"Nath","1962-03-16 00:00:00","M","50001-75000","M",5,4,"Bachelors ","Professional","True","5-10 Miles",2,14350.1793
19619,"Eduardo",,"Morris","1962-11-11 00:00:00","M","50001-75000","M",5,4,"Partial College","Skilled Manual","True","5-10 Miles",2,9951.4631
19624,"Wesley","L","Zhu","1957-01-09 00:00:00","M","50001-75000","M",1,0,"Partial College","Skilled Manual","True","5-10 Miles",1,14704.3225
19626,"Bradley",,"Anand","1960-10-08 00:00:00","M","50001-75000","M",5,4,"Partial College","Skilled Manual","True","5-10 Miles",3,10014.2313
19627,"Kari",,"Blanco","1960-02-04 00:00:00","M","50001-75000","F",5,4,"Partial College","Skilled Manual","True","10+ Miles",3,8481.7707
19629,"Theresa","L","Carlson","1956-02-14 00:00:00","M","50001-75000","F",1,0,"Partial College","Skilled Manual","True","5-10 Miles",1,11387.9138
19630,"Jodi","E","Raje","1956-09-13 00:00:00","M","75001-100000","F",1,0,"Partial College","Skilled Manual","True","5-10 Miles",1,13905.4823
19632,"Lawrence",,"Vazquez","1949-10-23 00:00:00","S","0-25000","M",2,1,"High School","Skilled Manual","True","5-10 Miles",2,3802.5976
19633,"Destiny","B","Gray","1976-08-24 00:00:00","S","25001-50000","F",0,0,"High School","Skilled Manual","True","5-10 Miles",2,11113.3634
19635,"Dawn","J","Shan","1976-10-28 00:00:00","S","25001-50000","F",0,0,"High School","Skilled Manual","True","5-10 Miles",2,11217.0812
19636,"Jessica",,"Lee","1976-11-17 00:00:00","M","25001-50000","F",0,0,"High School","Skilled Manual","True","5-10 Miles",2,8892.5571
19637,"Eduardo","F","Long","1976-07-07 00:00:00","S","25001-50000","M",0,0,"High School","Skilled Manual","False","0-1 Miles",2,6698.1156
19638,"Kimberly","P","Peterson","1980-10-26 00:00:00","M","25001-50000","F",0,0,"High School","Skilled Manual","False","0-1 Miles",2,4110.1507
19641,"Richard",,"Evans","1980-03-21 00:00:00","S","25001-50000","M",0,0,"Partial High School","Clerical","False","5-10 Miles",2,8857.5987
19642,"Kaylee",,"Evans","1979-03-09 00:00:00","S","25001-50000","F",0,0,"Partial High School","Clerical","False","5-10 Miles",2,6734.1688
19643,"Jacqueline","F","Watson","1978-12-23 00:00:00","M","25001-50000","F",0,0,"High School","Skilled Manual","True","5-10 Miles",2,8921.6957
19645,"Carlos",,"Rogers","1977-01-18 00:00:00","M","25001-50000","M",0,0,"High School","Skilled Manual","False","0-1 Miles",2,5345.97
19646,"Ian",,"Lee","1979-07-05 00:00:00","S","25001-50000","M",0,0,"Partial High School","Clerical","False","5-10 Miles",3,8916.3549
19647,"Hailey",,"Sanders","1979-10-18 00:00:00","S","25001-50000","F",0,0,"Partial High School","Clerical","False","5-10 Miles",2,6811.6553
19648,"Lauren","A","Hall","1979-10-04 00:00:00","S","25001-50000","F",0,0,"Partial High School","Clerical","True","5-10 Miles",2,8140.3085
19649,"Elizabeth","L","Martin","1979-08-26 00:00:00","S","25001-50000","F",0,0,"High School","Skilled Manual","True","5-10 Miles",2,11080.8215
19650,"Sabrina","A","Sanz","1939-04-27 00:00:00","M","25001-50000","F",2,0,"Partial College","Clerical","False","0-1 Miles",2,2665.5209
19652,"Douglas","W","Rodriguez","1942-11-16 00:00:00","S","25001-50000","M",2,0,"Bachelors ","Management","True","5-10 Miles",2,20838.2767
19654,"Richard","M","Alexander","1976-04-17 00:00:00","M","25001-50000","M",0,0,"High School","Skilled Manual","False","1-2 Miles",2,5878.1758
19655,"Cindy","M","Murphy","1976-11-14 00:00:00","S","50001-75000","F",0,0,"Partial College","Skilled Manual","False","1-2 Miles",1,9126.0035
19661,"Nathaniel","A","Cox","1968-02-25 00:00:00","S","75001-100000","M",4,4,"Bachelors ","Management","True","1-2 Miles",5,17508.695
19663,"Alex",,"Allen","1968-11-15 00:00:00","M","75001-100000","M",4,4,"Partial College","Skilled Manual","True","0-1 Miles",3,7403.9872
19664,"Ethan","A","Alexander","1968-07-17 00:00:00","S","75001-100000","M",3,0,"Bachelors ","Management","False","1-2 Miles",3,17114.4109
19665,"Eduardo","C","Gonzales","1968-04-12 00:00:00","M","greater than 100000","M",2,1,"Graduate Degree","Management","True","1-2 Miles",3,19255.5762
19666,"Hailey","C","Alexander","1944-12-06 00:00:00","M","0-25000","F",5,0,"High School","Skilled Manual","True","5-10 Miles",2,2170.7385
19667,"Billy","C","Carlson","1944-07-17 00:00:00","M","0-25000","M",4,0,"High School","Skilled Manual","False","1-2 Miles",2,1511.9455
19671,"Michael","B","Davis","1978-07-02 00:00:00","M","50001-75000","M",0,0,"Partial College","Skilled Manual","True","5-10 Miles",2,18499.2316
19673,"Mathew","A","Navarro","1945-02-13 00:00:00","M","0-25000","M",2,1,"Partial High School","Clerical","True","1-2 Miles",2,1376.4655
19675,"Dwayne","A","Gill","1946-03-10 00:00:00","M","0-25000","M",4,0,"High School","Skilled Manual","True","5-10 Miles",2,3030.3583
19676,"Diana",,"Gutierrez","1946-09-15 00:00:00","M","0-25000","F",4,0,"High School","Skilled Manual","False","1-2 Miles",2,1141.9763
19677,"Dylan",,"Shan","1946-11-19 00:00:00","M","0-25000","M",4,0,"High School","Skilled Manual","False","1-2 Miles",3,1536.5589
19685,"Brandy","C","Perez","1964-03-16 00:00:00","M","greater than 100000","F",3,2,"Bachelors ","Management","True","1-2 Miles",4,15996.0185
19686,"Charles","D","Hernandez","1964-06-21 00:00:00","M","greater than 100000","M",2,2,"Graduate Degree","Management","True","0-1 Miles",2,17579.5911
19687,"Connor",,"Coleman","1964-06-01 00:00:00","M","greater than 100000","M",3,2,"Bachelors ","Management","True","0-1 Miles",5,18952.1666
19690,"Robert","C","White","1934-05-22 00:00:00","S","greater than 100000","M",0,0,"Graduate Degree","Management","False","1-2 Miles",3,30370.4615
19691,"Gabriella",,"Cox","1963-03-04 00:00:00","S","75001-100000","F",0,0,"Partial College","Professional","False","2-5 Miles",2,15254.8946
19692,"Aaron",,"Edwards","1963-11-15 00:00:00","M","greater than 100000","M",4,2,"Bachelors ","Management","True","1-2 Miles",4,19422.8439
19693,"Kayla",,"Foster","1962-12-28 00:00:00","M","75001-100000","F",5,4,"Partial College","Professional","True","5-10 Miles",3,10773.9833
19694,"Stephanie",,"Perez","1962-09-14 00:00:00","M","75001-100000","F",1,1,"Partial College","Professional","True","5-10 Miles",3,14638.5341
19695,"Angel","D","Gonzalez","1962-12-18 00:00:00","M","75001-100000","M",1,2,"Partial College","Professional","True","1-2 Miles",3,11628.828
19696,"Adam","M","Patterson","1962-02-09 00:00:00","M","greater than 100000","M",1,1,"Partial College","Professional","True","5-10 Miles",5,26490.4687
19697,"Isabella","C","Wood","1962-05-28 00:00:00","S","greater than 100000","F",1,2,"High School","Professional","True","5-10 Miles",4,22323.1577
19699,"Stephanie",,"James","1961-05-12 00:00:00","M","75001-100000","F",4,3,"High School","Professional","True","1-2 Miles",2,6226.0465
19700,"Gabriel",,"Hall","1961-07-13 00:00:00","M","greater than 100000","M",1,2,"Partial College","Professional","True","5-10 Miles",4,26552.5833
19702,"Edward",,"Diaz","1955-10-02 00:00:00","M","50001-75000","M",2,0,"High School","Professional","False","5-10 Miles",2,11399.7053
19703,"Katelyn","E","Baker","1955-10-02 00:00:00","M","50001-75000","F",2,0,"High School","Professional","False","5-10 Miles",2,8719.3903
19704,"Nathan","F","Collins","1955-06-26 00:00:00","M","50001-75000","M",2,0,"High School","Professional","False","1-2 Miles",2,6948.0995
19708,"April",,"Luo","1935-09-09 00:00:00","M","75001-100000","F",4,0,"Graduate Degree","Management","True","1-2 Miles",2,10216.1361
19709,"Christian","V","Martin","1936-05-20 00:00:00","M","25001-50000","M",3,0,"Partial College","Professional","False","5-10 Miles",2,8730.1243
19710,"Arianna","S","Gonzales","1960-10-07 00:00:00","S","75001-100000","F",5,4,"Partial College","Professional","True","5-10 Miles",3,13505.2083
19711,"Devin",,"Cooper","1960-11-25 00:00:00","S","75001-100000","M",3,2,"Partial College","Professional","False","1-2 Miles",4,10416.9895
19714,"Angela","D","Price","1960-03-27 00:00:00","S","greater than 100000","F",1,1,"High School","Professional","True","5-10 Miles",4,22311.0539
19715,"Elijah",,"Parker","1960-06-07 00:00:00","M","greater than 100000","M",1,1,"High School","Professional","False","2-5 Miles",4,13912.4672
19716,"Logan",,"Martin","1954-04-26 00:00:00","S","50001-75000","M",3,0,"Partial High School","Skilled Manual","True","5-10 Miles",2,13159.0666
19717,"Edward","A","Hill","1954-08-06 00:00:00","S","50001-75000","M",3,0,"Partial High School","Skilled Manual","True","5-10 Miles",2,13123.3842
19718,"Taylor",,"Butler","1954-05-13 00:00:00","M","50001-75000","F",3,1,"High School","Professional","True","1-2 Miles",1,5489.7078
19719,"Hunter","H","Baker","1953-02-19 00:00:00","S","50001-75000","M",3,0,"Graduate Degree","Management","True","5-10 Miles",2,23663.5626
19720,"Kaitlyn","W","Phillips","1953-09-21 00:00:00","M","50001-75000","F",3,0,"Graduate Degree","Management","True","5-10 Miles",2,14580.0174
19722,"Dalton","P","Bailey","1953-09-13 00:00:00","M","50001-75000","M",3,0,"Graduate Degree","Management","True","1-2 Miles",2,11537.0989
19724,"Bryce",,"Morris","1953-03-12 00:00:00","S","50001-75000","M",3,0,"Graduate Degree","Management","True","5-10 Miles",3,23687.2894
19725,"Alexandria","A","Ramirez","1952-10-04 00:00:00","M","25001-50000","F",3,0,"Partial College","Professional","False","5-10 Miles",2,6674.8548
19726,"Javier","E","Rubio","1937-04-03 00:00:00","M","50001-75000","M",3,0,"Graduate Degree","Management","True","10+ Miles",2,21020.3293
19727,"Natasha","J","Vazquez","1937-03-28 00:00:00","M","50001-75000","F",3,0,"Graduate Degree","Management","False","1-2 Miles",2,7479.9956
19728,"Wyatt",,"Edwards","1938-10-11 00:00:00","M","50001-75000","M",3,0,"Graduate Degree","Management","True","1-2 Miles",2,11508.0983
19729,"Nicole",,"Patterson","1938-05-02 00:00:00","M","50001-75000","F",3,0,"Graduate Degree","Management","True","10+ Miles",2,16176.3959
19730,"Ricardo","M","Black","1938-08-21 00:00:00","M","50001-75000","M",5,0,"Graduate Degree","Management","False","1-2 Miles",2,8420.4654
19731,"Jonathan",,"Allen","1938-06-21 00:00:00","M","75001-100000","M",4,0,"Graduate Degree","Management","True","5-10 Miles",2,21767.9015
19732,"Kyle",,"Hill","1939-05-18 00:00:00","S","50001-75000","M",3,0,"Graduate Degree","Management","True","10+ Miles",3,26323.2013
19733,"Caitlin","C","Watson","1939-10-21 00:00:00","M","50001-75000","F",3,0,"Graduate Degree","Management","True","1-2 Miles",2,8969.4346
19734,"Natalie",,"Weisman","1939-06-11 00:00:00","M","50001-75000","F",3,0,"Graduate Degree","Management","True","1-2 Miles",2,8892.5936
19736,"Rachel",,"Kelly","1940-02-28 00:00:00","M","50001-75000","F",5,0,"Graduate Degree","Management","True","1-2 Miles",3,7655.3747
19737,"Erin","J","Ramirez","1940-08-19 00:00:00","S","50001-75000","F",5,0,"Graduate Degree","Management","True","10+ Miles",2,17510.5466
19738,"Henry",,"Martinez","1940-07-25 00:00:00","M","50001-75000","M",5,0,"Graduate Degree","Management","False","1-2 Miles",2,8386.6574
19739,"Lucas","A","Perry","1940-02-02 00:00:00","M","50001-75000","M",5,0,"Graduate Degree","Management","True","10+ Miles",2,18293.6968
19740,"Connie","R","Liang","1940-11-21 00:00:00","S","50001-75000","F",5,0,"Graduate Degree","Management","True","10+ Miles",2,17528.0091
19741,"Mar�a","R","Rivera","1940-11-21 00:00:00","S","75001-100000","F",4,0,"Graduate Degree","Management","True","5-10 Miles",5,20885.4258
19742,"Alexia",,"Russell","1941-06-11 00:00:00","M","25001-50000","F",4,0,"Bachelors ","Management","True","10+ Miles",2,12448.5419
19743,"Holly",,"Rana","1941-08-10 00:00:00","S","50001-75000","F",3,0,"Graduate Degree","Management","True","10+ Miles",3,20260.9002
19744,"Tamara",,"Cai","1941-08-03 00:00:00","M","50001-75000","F",3,0,"Graduate Degree","Management","True","10+ Miles",2,16192.8075
19746,"Stephanie","A","Sanders","1941-08-21 00:00:00","M","50001-75000","F",5,0,"Graduate Degree","Management","True","10+ Miles",2,14108.5764
19747,"Louis",,"Rai","1942-12-19 00:00:00","M","25001-50000","M",4,0,"Bachelors ","Management","True","10+ Miles",2,16178.6669
19752,"Ebony",,"Madan","1948-09-26 00:00:00","M","0-25000","F",4,0,"High School","Skilled Manual","True","5-10 Miles",2,2196.4394
19757,"Allison","A","Allen","1976-05-09 00:00:00","M","50001-75000","F",0,0,"Partial College","Skilled Manual","False","1-2 Miles",2,7353.0021
19758,"Alex",,"Wright","1976-12-25 00:00:00","S","50001-75000","M",0,0,"Partial College","Skilled Manual","False","1-2 Miles",3,11757.781
19759,"Sydney",,"Barnes","1976-04-06 00:00:00","M","50001-75000","F",0,0,"Partial College","Skilled Manual","True","5-10 Miles",2,14334.0039
19760,"Sydney",,"Russell","1976-05-02 00:00:00","S","50001-75000","F",0,0,"Partial College","Skilled Manual","False","1-2 Miles",2,9123.7317
19761,"Alan",,"Lu","1950-06-11 00:00:00","M","0-25000","M",2,1,"Partial High School","Clerical","True","1-2 Miles",2,1366.3549
19762,"Warren","A","Ma","1950-06-24 00:00:00","S","0-25000","M",2,1,"Partial High School","Clerical","True","5-10 Miles",2,2780.1736
19763,"Roger","F","Lu","1950-10-09 00:00:00","M","25001-50000","M",3,0,"Partial College","Clerical","False","1-2 Miles",2,3482.2644
19764,"Wayne",,"Pal","1951-04-18 00:00:00","M","0-25000","M",2,1,"Partial High School","Clerical","False","1-2 Miles",2,1224.088
19765,"Ruben","I","Patel","1951-09-16 00:00:00","M","25001-50000","M",3,0,"High School","Skilled Manual","False","1-2 Miles",2,3990.5801
19766,"Edwin",,"Lin","1951-08-02 00:00:00","M","25001-50000","M",3,0,"High School","Skilled Manual","True","5-10 Miles",2,7929.7345
19767,"Ross",,"Serrano","1980-02-14 00:00:00","S","25001-50000","M",0,0,"Partial High School","Clerical","False","5-10 Miles",2,8881.9213
19768,"Christopher","C","Jackson","1980-10-16 00:00:00","S","25001-50000","M",0,0,"Partial High School","Clerical","False","1-2 Miles",2,5430.1416
19770,"Rosa","L","Liang","1952-02-23 00:00:00","M","25001-50000","F",3,0,"High School","Skilled Manual","True","5-10 Miles",2,6100.7387
19771,"Tasha","A","Jai","1952-07-11 00:00:00","M","25001-50000","F",3,0,"High School","Skilled Manual","False","1-2 Miles",2,3161.8438
19772,"Hector","E","Vazquez","1954-05-10 00:00:00","S","75001-100000","M",2,0,"Partial College","Skilled Manual","False","1-2 Miles",2,10538.4457
19773,"Ricky",,"Gutierrez","1954-03-11 00:00:00","M","75001-100000","M",2,0,"Partial College","Skilled Manual","True","5-10 Miles",2,16595.7142
19775,"Alisha",,"Cai","1975-04-26 00:00:00","S","25001-50000","F",0,0,"High School","Skilled Manual","False","1-2 Miles",2,5668.3745
19776,"Judith",,"Murphy","1975-05-22 00:00:00","M","25001-50000","F",0,0,"High School","Skilled Manual","True","5-10 Miles",2,8919.9952
19779,"Emily",,"Foster","1973-01-10 00:00:00","S","50001-75000","F",0,0,"Partial College","Skilled Manual","True","5-10 Miles",2,17838.3319
19780,"Brianna","J","White","1973-12-11 00:00:00","S","50001-75000","F",0,0,"Partial College","Professional","False","0-1 Miles",2,9540.68
19781,"Alexis",,"Washington","1976-04-02 00:00:00","M","50001-75000","F",0,0,"Partial College","Professional","False","1-2 Miles",2,8371.7355
19782,"Derek","R","Shan","1955-04-18 00:00:00","S","75001-100000","M",2,0,"High School","Skilled Manual","False","1-2 Miles",2,9240.5117
19784,"Christy",,"Liu","1955-09-18 00:00:00","M","75001-100000","F",2,0,"High School","Skilled Manual","True","5-10 Miles",2,11139.7544
19785,"Olivia","D","Ramirez","1955-07-13 00:00:00","M","75001-100000","F",2,0,"High School","Skilled Manual","True","5-10 Miles",2,11213.7076
19787,"Alex","C","Hill","1956-06-28 00:00:00","S","75001-100000","M",2,0,"High School","Skilled Manual","True","5-10 Miles",2,18154.2679
19788,"Kristen","C","Hu","1956-06-18 00:00:00","S","75001-100000","F",2,0,"High School","Skilled Manual","False","1-2 Miles",2,7133.4083
19789,"Gloria","L","Munoz","1956-04-10 00:00:00","M","75001-100000","F",2,0,"High School","Skilled Manual","True","5-10 Miles",2,11109.5668
19790,"Amy",,"Wu","1956-10-26 00:00:00","S","75001-100000","F",2,0,"High School","Skilled Manual","False","1-2 Miles",2,7043.1929
19791,"Warren",,"Zhou","1956-04-08 00:00:00","S","75001-100000","M",2,0,"High School","Skilled Manual","True","5-10 Miles",2,18121.508
19793,"Tina","K","Smith","1957-05-22 00:00:00","S","50001-75000","F",2,0,"High School","Professional","True","5-10 Miles",2,13100.3213
19794,"Danny","K","Ortega","1957-11-12 00:00:00","S","50001-75000","M",2,0,"High School","Professional","True","5-10 Miles",2,17016.4739
19795,"Casey",,"Navarro","1958-01-13 00:00:00","M","75001-100000","M",1,1,"Bachelors ","Management","True","0-1 Miles",3,15870.4984
19796,"Marshall","M","Xie","1958-11-13 00:00:00","S","greater than 100000","M",5,1,"Bachelors ","Management","True","2-5 Miles",5,26663.2435
19797,"Clarence",,"Liu","1958-11-24 00:00:00","S","greater than 100000","M",0,0,"Graduate Degree","Management","True","0-1 Miles",3,33203.0302
19798,"Bianca",,"Ma","1959-05-10 00:00:00","M","greater than 100000","F",4,1,"Bachelors ","Management","True","2-5 Miles",4,17723.0197
19800,"Lauren","E","White","1973-03-13 00:00:00","S","75001-100000","F",0,0,"Bachelors ","Management","False","2-5 Miles",1,22869.5059
19801,"John",,"Lee","1974-10-08 00:00:00","S","25001-50000","M",0,0,"High School","Professional","True","5-10 Miles",2,16699.1164
19802,"Sara",,"James","1974-07-13 00:00:00","S","25001-50000","F",0,0,"High School","Professional","False","1-2 Miles",2,6561.425
19804,"Cameron","C","Foster","1974-08-17 00:00:00","S","50001-75000","M",0,0,"Partial College","Professional","False","5-10 Miles",2,22345.5766
19805,"Mariah","S","Butler","1974-08-06 00:00:00","S","50001-75000","F",0,0,"Partial College","Professional","False","5-10 Miles",2,17119.6734
19806,"Nancy","U","Perez","1974-02-22 00:00:00","S","50001-75000","F",0,0,"Partial College","Professional","True","5-10 Miles",2,20603.3422
19808,"Brooke",,"Kelly","1966-01-26 00:00:00","M","greater than 100000","F",0,0,"Graduate Degree","Management","True","0-1 Miles",3,20386.3996
19810,"Oscar",,"Long","1957-10-15 00:00:00","S","50001-75000","M",2,0,"High School","Professional","True","5-10 Miles",2,17071.2491
19811,"Evan",,"Allen","1957-10-22 00:00:00","M","50001-75000","M",2,0,"High School","Professional","False","5-10 Miles",2,11365.1367
19816,"Lucas",,"Brown","1957-11-19 00:00:00","M","75001-100000","M",2,0,"Partial College","Professional","True","5-10 Miles",1,19130.8673
19817,"Morgan",,"Flores","1956-08-08 00:00:00","S","50001-75000","F",2,0,"High School","Professional","True","5-10 Miles",2,13003.3104
19818,"Brianna","R","Anderson","1956-01-18 00:00:00","M","50001-75000","F",2,0,"High School","Professional","False","5-10 Miles",2,8691.7776
19819,"Andrew",,"Brown","1956-05-12 00:00:00","M","50001-75000","M",2,0,"High School","Professional","False","5-10 Miles",2,11397.5622
19820,"Alexandra","A","Coleman","1956-03-03 00:00:00","M","50001-75000","F",2,0,"High School","Professional","False","1-2 Miles",2,5300.4632
19821,"Tabitha","E","Vazquez","1956-06-14 00:00:00","M","50001-75000","F",3,0,"Partial College","Professional","False","5-10 Miles",2,9380.1105
19822,"Carlos",,"Adams","1965-01-27 00:00:00","M","75001-100000","M",4,4,"Partial College","Professional","True","2-5 Miles",5,10961.9955
